,geometry,POT_MW,ALT_TOTAL,ALT_TORRE,DIAM_ROTOR,DATA_ATUALIZACAO,EOL_VERSAO_ID,NOME_EOL,DEN_AEG,X,Y,VERSAO,DATUM_EMP,OPERACAO,FUSO_AG,PROPRIETARIO,ORIGEM,OBJECTID,UF,CEG,lat,long
245,POINT (-50.240729173999966 -29.980335034182712),2.3,149.0,108.0,82.0,1666625847000,30449,Osório 3,OS3-13,573245.429,6683151.159,Versão Válida,WGS84,Sim,UTM 22 S (MER -51),Ventos do Litoral Energia S.A.,,246,RS,EOLCVRS030449-2-01,-29.980335034182712,-50.240729173999966
246,POINT (-35.82667420399997 -5.085892085833094),1.6,130.0,80.0,100.0,1666625847000,30563,União dos Ventos 2,UV2-05,186566.036,9437155.49,Versão Válida,SAD69,Sim,UTM 25 S (MER -33),Torres de Pedra Geradora Eólica S.A.,,247,RN,EOLCVRN030563-4-01,-5.085892085833094,-35.82667420399997
247,POINT (-35.83160300599996 -5.343037841824755),1.62,130.0,80.0,100.0,1666625847000,30889,Morro dos Ventos II,18,186147.0,9408694.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Desa Morro dos Ventos II S.A.,,248,RN,EOLCVRN030889-7-01,-5.343037841824755,-35.83160300599996
248,POINT (-34.96871479299995 -6.553571224785679),0.8,99.6,75.6,48.0,1666625847000,29085,Albatroz,4,282349.0,9275220.0,Versão Válida,SAD69,Sim,UTM 25 S (MER -33),Vale dos Ventos Geradora Eólica S.A.,,249,PB,EOLCVPB029085-8-01,-6.553571224785679,-34.96871479299995
249,POINT (-38.88942910899994 -3.53950054788354),2.1,143.7,96.2,95.0,1666625847000,28857,Taíba Águia,AEG-09,512319.72,9608814.55,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Central Geradora Eólica Taíba Águia S.A,,250,CE,EOLCVCE028857-8-01,-3.53950054788354,-38.88942910899994
250,POINT (-42.37193160199996 -12.267288316607681),1.7,123.0,80.0,86.0,1666625847000,30306,Seabra,SE 06,785896.0,8642496.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Seabra Energética S.A,,251,BA,EOLCVBA030306-2-01,-12.267288316607681,-42.37193160199996
251,POINT (-53.374956775999976 -33.70922755012849),2.0,126.5,78.0,97.0,1666625847000,30760,Chuí V,UG58,279909.03,6267551.14,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Eólica Chuí V S.A,,252,RS,EOLCVRS030760-2-01,-33.70922755012849,-53.374956775999976
252,POINT (-37.759215497999946 -4.463182457853348),2.1,124.0,80.0,88.0,1666625847000,28788,Canoa Quebrada,UGE 20,637663.06,9506558.22,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),BVP Geradora de Energia S.A.,,253,CE,EOLCVCE028788-1-01,-4.463182457853348,-37.759215497999946
253,POINT (-40.68523008299997 -10.612885550657948),2.0,125.5,76.5,97.0,1666625847000,31563,Ventos de Guarás I,11,315638.0,8826324.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Ventos dos Guarás I Energias Renováveis S.A.,,254,BA,EOLCVBA031563-0-01,-10.612885550657948,-40.68523008299997
254,POINT (-39.87548401099997 -2.9269888729036064),3.0,178.0,120.0,116.0,1666625847000,31483,Itarema II,7,402703.0,9676439.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Eólica Itarema II S.A.,,255,CE,EOLCVCE031483-8-01,-2.9269888729036064,-39.87548401099997
255,POINT (-39.98335084599995 -2.8753541649053047),1.5,123.5,85.0,77.0,1666625847000,30279,Buriti,16,390749.0,9682177.0,Versão Válida,SAD69,Sim,UTM 24 S (MER -39),Nova Eólica Buriti S.A,,256,CE,EOLCVCE030279-1-01,-2.8753541649053047,-39.98335084599995
256,POINT (-36.75336717899995 -8.827491732713405),1.7,130.0,80.0,100.0,1666625847000,31422,Ventos de Santa Brígida VII,BR7-15,747113.0,9023476.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Ventos de Santa Brigida VII Energias Renováveis S.A,,257,PE,EOLCVPE031422-6-01,-8.827491732713405,-36.75336717899995
257,POINT (-40.23477966099995 -2.81512453690728),1.58,123.5,85.0,77.0,1666625847000,28440,Praia do Morgado,MG-01,362754.0,9688769.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Central Eólica Praia do Morgado S.A.,,258,CE,EOLCVCE028440-8-01,-2.81512453690728,-40.23477966099995
258,POINT (-35.59649824799993 -8.279807397730684),1.65,111.0,70.0,82.0,1666625847000,29015,Mandacaru,MDU-02,213972.0,9083835.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Eólica Gravatá Geradora de Energia S.A.,,259,PE,EOLCVPE029015-7-01,-8.279807397730684,-35.59649824799993
259,POINT (-50.293023056999964 -29.971799465182844),2.0,133.0,98.0,70.0,1666625847000,28810,Osório,OS-10,568206.434,6684129.26,Versão Válida,WGS84,Sim,UTM 22 S (MER -51),Ventos do Sul Energia S.A.,,260,RS,EOLCVRS028810-1-01,-29.971799465182844,-50.293023056999964
260,POINT (-42.62428564399994 -14.407911076544632),1.85,121.25,80.0,82.5,1666625847000,30738,Coqueirinho,COQ-089,756161.0,8405838.0,Versão Válida,WGS84,Sim,UTM 23 S (MER -45),Central Eólica Coqueirinho S.A.,,261,BA,EOLCVBA030738-6-01,-14.407911076544632,-42.62428564399994
261,POINT (-53.396691042999976 -33.67566482912891),1.79,130.0,80.0,100.0,1666625847000,31517,Chuí 09,AGC09-10,277808.0,6271227.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Eólica Chuí IX S.A.,,262,RS,EOLCVRS031517-6-01,-33.67566482912891,-53.396691042999976
262,POINT (-50.782812440999976 -30.266813430178047),2.7,150.0,89.0,122.0,1666625847000,31509,Pontal 2A,AERO 04,520891.0,6651629.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Enerplan Energia Eólica IV S.A.,,263,RS,EOLCVRS031509-5-01,-30.266813430178047,-50.782812440999976
263,POINT (-42.70191062099997 -14.171727306551498),1.68,121.25,80.0,82.5,1666625847000,30779,Ametista,AEG-15,748046.0,8432063.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Centrais Eólicas Ametista S.A.,,264,BA,EOLCVBA030779-3-01,-14.171727306551498,-42.70191062099997
264,POINT (-53.305186814999956 -33.6522411741292),1.79,130.0,80.0,100.0,1666625847000,31559,Verace 26,AGV26-05,286235.0,6274018.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Eólica Hermenegildo I S.A.,,265,RS,EOLCVRS031559-1-01,-33.6522411741292,-53.305186814999956
265,POINT (-53.324007413999944 -33.61158455812971),1.79,130.0,80.0,100.0,1666625847000,31558,Verace 31,AGV31-04,284388.0,6278488.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Eólica Hermenegildo II S.A.,,266,RS,EOLCVRS031558-3-01,-33.61158455812971,-53.324007413999944
266,POINT (-53.36510704599994 -33.58234906413008),1.79,130.0,80.0,100.0,1666625847000,31539,Verace 35,AGV35-05,280500.0,6281644.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Eólica Hermenegildo III S.A.,,267,RS,EOLCVRS031539-7-01,-33.58234906413008,-53.36510704599994
267,POINT (-35.80049185099995 -5.087219175833068),1.6,130.0,80.0,100.0,1666625847000,30565,União dos Ventos 4,UV4-01,189472.19,9437021.28,Versão Válida,SAD69,Sim,UTM 25 S (MER -33),Torres de São Miguel Geradora Eólica S.A.,,268,RN,EOLCVRN030565-0-01,-5.087219175833068,-35.80049185099995
268,POINT (-36.46620757499994 -6.028114104802588),2.0,121.5,78.0,87.0,1666625847000,30537,Calango 4,CAL4-6,780489.0,9333036.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Calango 4 Energia Renovável S.A.,,269,RN,EOLCVRN030537-5-01,-6.028114104802588,-36.46620757499994
269,POINT (-42.601691932999984 -14.156612605551928),1.6,121.25,80.0,82.5,1666625847000,30341,Rio Verde,RVE_5,758930.0,8433671.0,Versão Válida,SAD69,Sim,UTM 23 S (MER -45),Centrais Eólicas Rio Verde S.A.,,270,BA,EOLCVBA030341-0-01,-14.156612605551928,-42.601691932999984
270,POINT (-35.95888138899994 -5.272373731827055),1.6,121.25,80.0,82.5,1666625847000,30513,Asa Branca VII,AB-VII_18,171990.0,9416449.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Asa Branca VII Energias Renováveis Ltda.,,271,RN,EOLCVRN030513-8-01,-5.272373731827055,-35.95888138899994
271,POINT (-35.930453545999974 -5.23269333182833),2.0,139.0,98.0,82.0,1666625847000,30351,Eurus VI,EU-VI-02,175123.552523,9420855.83995,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Eurus VI Energias Renováveis Ltda.,,272,RN,EOLCVRN030351-8-01,-5.23269333182833,-35.930453545999974
272,POINT (-39.25354635799994 -3.369690332889063),2.1,137.5,90.0,95.0,1666625847000,30309,Faísa V,9,471835.0,9627540.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Eólica Faísa V Geração e Comercialização de Energia Ltda.,,273,CE,EOLCVCE030309-7-01,-3.369690332889063,-39.25354635799994
273,POINT (-53.34846270099996 -33.69443169412864),2.0,126.5,78.0,97.0,1666625847000,30767,Chuí I,UG11,282327.47,6269248.34,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Eólica Chuí I S.A.,,274,RS,EOLCVRS030767-0-01,-33.69443169412864,-53.34846270099996
274,POINT (-35.93036356199996 -5.313093426825732),1.6,120.0,80.0,82.0,1666625847000,30302,Morro dos Ventos IX,AG_13_MV9,175175.400229,9411956.98985,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Desa Morro dos Ventos IX S.A,,275,RN,EOLCVRN030302-0-01,-5.313093426825732,-35.93036356199996
275,POINT (-40.68915047499996 -10.621208930657673),2.0,125.5,76.5,97.0,1666625847000,31563,Ventos de Guarás I,14,315214.0,8825401.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Ventos dos Guarás I Energias Renováveis S.A.,,276,BA,EOLCVBA031563-0-01,-10.621208930657673,-40.68915047499996
276,POINT (-42.63761041999993 -13.999784567556471),1.6,121.25,80.0,82.5,1666625847000,30319,Pajeú do Vento,PVE_15,755225.0,8451068.0,Versão Válida,SAD69,Sim,UTM 23 S (MER -45),Centrais Eólicas Pajeú do Vento S.A.,,277,BA,EOLCVBA030319-4-01,-13.999784567556471,-42.63761041999993
277,POINT (-35.91361350899995 -5.2925458648264145),2.0,145.0,95.0,100.0,1666625847000,30551,Renascença IV,UG10,177020.282,9414240.04,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Energisa Geração - Central Eólica Renascença IV S.A.,,278,RN,EOLCVRN030551-0-01,-5.2925458648264145,-35.91361350899995
278,POINT (-39.276275447999986 -3.33317084489025),2.1,137.5,90.0,95.0,1666625847000,30352,Faísa I,14,469309.0,9631576.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Eólica Faísa I Geração e Comercialização de Energia Ltda.,,279,CE,EOLCVCE030352-6-01,-3.33317084489025,-39.276275447999986
279,POINT (-53.30839839399994 -33.66268553112906),1.79,130.0,80.0,100.0,1666625847000,31600,Verace 27,AGV27-01,285963.0,6272853.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Eólica Hermenegildo I S.A.,,280,RS,EOLCVRS031600-8-01,-33.66268553112906,-53.30839839399994
280,POINT (-42.57920164299997 -14.546991442540646),3.0,136.0,75.0,122.0,1666625847000,31407,Folha de Serra,FDS - 02,760862.0,8390393.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Centrais Eólicas Folha da Serra S.A.,,281,BA,EOLCVBA031407-2-01,-14.546991442540646,-42.57920164299997
281,POINT (-35.38505528299993 -5.308586244825887),2.0,123.0,78.0,90.0,1666625847000,30622,Arizona 1,5,235658.26687343,9412715.62979701,Versão Válida,SAD69,Sim,UTM 25 S (MER -33),Arizona 1 Energia Renovável S.A.,,282,RN,EOLCVRN030622-3-01,-5.308586244825887,-35.38505528299993
282,POINT (-50.31585287199994 -30.32217427317718),3.0,178.0,120.0,116.0,1666625847000,30457,Atlântica I,I-02,565771.0,6645316.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Atlântica I Parque Eólico S.A.,,283,RS,EOLCVRS030457-3-01,-30.32217427317718,-50.31585287199994
283,POINT (-39.902572636999935 -2.9576692469025834),3.0,182.5,120.0,125.0,1666625847000,31814,Itarema IX,ITA-IX-02,399833.0,9673825.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Eólica Itarema IX S.A.,,284,CE,EOLCVCE031814-0-01,-2.9576692469025834,-39.902572636999935
284,POINT (-42.36371866999996 -12.283923140607175),1.7,123.0,80.0,86.0,1666625847000,30306,Seabra,SE 17,786772.0,8640646.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Seabra Energética S.A,,285,BA,EOLCVBA030306-2-01,-12.283923140607175,-42.36371866999996
285,POINT (-36.98881385599998 -4.979671003836551),3.0,178.0,120.0,116.0,1666625847000,30832,Carcará I,AEG9,723001.0,9449243.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Usina de Energia Eólica Carcará I S.A.,,286,RN,EOLCVRN030832-3-01,-4.979671003836551,-36.98881385599998
286,POINT (-36.58286320499997 -6.094172581800474),2.0,138.5,90.0,97.0,1666625847000,30609,Serra de Santana II,13,767535.0,9325786.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Gestamp Eólica Lagoa Nova S.A.,,287,RN,EOLCVRN030609-6-01,-6.094172581800474,-36.58286320499997
287,POINT (-51.627854702999976 -26.604452530243815),1.5,138.5,100.0,77.0,1666625847000,29069,Amparo,AEG 5,437490.025,7057220.617,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Amparo Energia Eólica S.A.,,288,SC,EOLCVSC029069-6-01,-26.604452530243815,-51.627854702999976
288,POINT (-50.33985857099998 -30.333252593176965),3.0,178.0,120.0,116.0,1666625847000,30462,Atlântica II,II-04,563456.0,6644102.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Atlântica II Parque Eólico S.A.,,289,RS,EOLCVRS030462-0-01,-30.333252593176965,-50.33985857099998
289,POINT (-36.918994149999946 -4.976669323836636),2.1,137.0,93.0,88.0,1666625847000,30389,Mar e Terra,UG7,730747.0,9449551.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Eólica Mar e Terra Geração e Comercialização de Energia S.A.,,290,RN,EOLCVRN030389-5-01,-4.976669323836636,-36.918994149999946
290,POINT (-37.76000838199997 -4.440848173854068),1.9,121.5,77.5,88.0,1666625847000,28887,Bons Ventos,NBV-11,637579.222,9509027.702,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),BVP Geradora de Energia S.A.,,291,CE,EOLCVCE028887-0-01,-4.440848173854068,-37.76000838199997
291,POINT (-35.90210306399996 -5.294425007826346),2.0,145.0,95.0,100.0,1666625847000,30527,Renascença III,UG11,178310.122,9414042.383,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Energisa Geração - Central Eólica Renascença III S.A.,,292,RN,EOLCVRN030527-8-01,-5.294425007826346,-35.90210306399996
292,POINT (-55.64695431499996 -30.770524424170056),2.1,135.0,80.0,110.0,1666625847000,30750,Ibirapuitã I,7,629484.0,6595047.0,Versão Válida,SIRGAS2000,Sim,UTM 21 S (MER -57),Eólica Ibirapuitã S.A.,,293,RS,EOLCVRS030750-5-01,-30.770524424170056,-55.64695431499996
293,POINT (-39.69337304599998 -3.069344415898944),2.7,150.0,89.0,122.0,1666625847000,30691,Ilha Grande,IG-04,422953.0,9660717.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Central Elétrica Ilha Grande Ltda.,,294,CE,EOLCVCE030691-6-01,-3.069344415898944,-39.69337304599998
294,POINT (-35.91498637199993 -5.251407852827712),2.0,139.0,98.0,82.0,1666625847000,30307,Santa Clara IV,SC-IV-03,176849.38,9418792.49,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Santa Clara IV Energias Renováveis Ltda.,,295,RN,EOLCVRN030307-0-01,-5.251407852827712,-35.91498637199993
295,POINT (-36.34070210699997 -5.183675338829911),2.0,149.38,108.38,82.0,1666625847000,30281,Mangue Seco 3,MS3-10,794817.0,9426412.0,Versão Válida,SAD69,Sim,UTM 24 S (MER -39),Eólica Mangue Seco 3 – Geradora e Comercializadora de Energia Elétrica S.A.,,296,RN,EOLCVRN030281-3-01,-5.183675338829911,-36.34070210699997
296,POINT (-36.717795968999944 -8.908269255710861),1.715,131.5,80.0,103.0,1666625847000,31540,Serra das Vacas II,CSV2-07,750972.63,9014514.97,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Eólica Serra das Vacas II S.A.,,297,PE,EOLCVPE031540-0-01,-8.908269255710861,-36.717795968999944
297,POINT (-52.35331245999999 -32.39402351214599),2.7,150.0,89.0,122.0,1666625847000,30840,Corredor do Senandes IV,S4-08,372717.0,6415083.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),NCER Eólica Corredor do Senandes IV Ltda.,,298,RS,EOLCVRS030840-4-01,-32.39402351214599,-52.35331245999999
298,POINT (-42.626156351999946 -14.411579968544538),1.85,121.25,80.0,82.5,1666625847000,30738,Coqueirinho,COQ-091,755955.0,8405434.0,Versão Válida,WGS84,Sim,UTM 23 S (MER -45),Central Eólica Coqueirinho S.A.,,299,BA,EOLCVBA030738-6-01,-14.411579968544538,-42.626156351999946
299,POINT (-35.97969385499994 -5.160201898830697),2.1,175.0,120.0,110.0,1666625847000,33644,São Miguel I,SM I 10,169622.0,9428854.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Central Geradora Eólica São Miguel I S.A,,300,RN,EOLCVRN033644-0-01,-5.160201898830697,-35.97969385499994
300,POINT (-41.51075700399996 -10.64744267565688),2.5,148.0,90.0,116.0,1666625847000,31754,Umburanas 15,UMB_15_05,225312.0,8821890.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Centrais Eólicas Umburanas 11 Ltda.,,301,BA,EOLCVBA031754-3-01,-10.64744267565688,-41.51075700399996
301,POINT (-41.741195887999936 -2.812579452907347),2.0,138.5,90.0,97.0,1666625847000,30827,Porto das Barcas,C-04,195222.0,9688765.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Porto das Barcas Energia S.A.,,302,PI,EOLCVPI030827-7-01,-2.812579452907347,-41.741195887999936
302,POINT (-41.743376567999974 -2.8150503569072733),2.0,138.5,90.0,97.0,1666625847000,30827,Porto das Barcas,C-03,194980.0,9688491.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Porto das Barcas Energia S.A.,,303,PI,EOLCVPI030827-7-01,-2.8150503569072733,-41.743376567999974
303,POINT (-40.875631614999975 -9.969019883677822),2.1,137.0,80.0,114.0,1666625847000,35266,Zeus II,SP02-03,294385.0,8897430.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Enel Green Power Zeus II - Delfina 8 S.A.,,304,BA,EOLCVBA035266-7-01,-9.969019883677822,-40.875631614999975
304,POINT (-42.705565425999964 -14.11972819555297),1.68,122.0,80.0,82.5,1666625847000,30546,Seraíma,SER-14,747707.681755,8437821.8775,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Centrais Eólicas Seraima S.A.,,305,BA,EOLCVBA030546-4-01,-14.11972819555297,-42.705565425999964
305,POINT (-35.37651655399998 -5.322282540825419),0.8,99.0,75.0,48.0,1666625847000,28424,RN 15 - Rio do Fogo,1.34,236611.0,9411204.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Energias Renováveis do Brasil S.A.,,306,RN,EOLCVRN028424-6-01,-5.322282540825419,-35.37651655399998
306,POINT (-42.62875595199995 -14.03315002255552),1.68,122.0,80.0,82.5,1666625847000,30776,Pilões,PIL-14,756100.693696,8447321.88519,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Centrais Eólicas Pilões S.A.,,307,BA,EOLCVBA030776-9-01,-14.03315002255552,-42.62875595199995
307,POINT (-35.919207711999945 -5.086188465833092),2.1,175.0,120.0,110.0,1666625847000,32355,Paraíso dos Ventos do Nordeste,PV12,176297.0,9437077.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Usina de Energia Eólica Paraíso dos Ventos do Nordeste S.A.,,308,RN,EOLCVRN032355-1-01,-5.086188465833092,-35.919207711999945
308,POINT (-39.87695850099994 -2.9486710099028706),3.0,182.5,120.0,125.0,1666625847000,31815,Itarema VI,8,402541.0,9674042.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Eólica Itarema VI S.A.,,309,CE,EOLCVCE031815-9-01,-2.9486710099028706,-39.87695850099994
309,POINT (-36.00142992599996 -5.158663047830724),2.1,175.0,120.0,110.0,1666625847000,33647,São Miguel III,SM III 02,167209.0,9429013.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Central Geradora Eólica São Miguel III S.A.,,310,RN,EOLCVRN033647-5-01,-5.158663047830724,-36.00142992599996
310,POINT (-35.92508732399995 -5.443699183821516),2.7,150.0,89.0,122.0,1666625847000,30834,Santa Helena,11,175830.0,9397504.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Santa Helena Energias Renováveis S.A.,,311,RN,EOLCVRN030834-0-01,-5.443699183821516,-35.92508732399995
311,POINT (-36.50375504099998 -5.132497697831587),1.67,123.0,80.0,86.0,1666625847000,30339,Miassaba 3,WT12,776750.0,9432150.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Brasventos Miassaba 3 Geradora de Energia S.A,,312,RN,EOLCVRN030339-9-01,-5.132497697831587,-36.50375504099998
312,POINT (-35.88414551699998 -5.436352317821721),2.35,153.5,99.5,108.0,1666625847000,30787,Modelo I,MODI 2,180367.271591,9398339.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Enel Green Power Modelo I Eólica S.A.,,313,RN,EOLCVRN030787-4-01,-5.436352317821721,-35.88414551699998
313,POINT (-50.286164707999944 -29.918669064183753),2.3,149.0,108.0,82.0,1666625847000,30381,Sangradouro 2,SG2-03,568904.735,6690012.622,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Ventos da Lagoa Energia S.A.,,314,RS,EOLCVRS030381-0-01,-29.918669064183753,-50.286164707999944
314,POINT (-42.69789441199998 -14.160430654551831),1.68,121.25,80.0,82.5,1666625847000,30779,Ametista,AEG-03,748492.0,8433309.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Centrais Eólicas Ametista S.A.,,315,BA,EOLCVBA030779-3-01,-14.160430654551831,-42.69789441199998
315,POINT (-35.87037733699998 -5.261639246827395),2.0,145.0,95.0,100.0,1666625847000,30497,Renascença V,4,181804.0,9417683.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Renascença V Energias Renováveis S.A.,,316,RN,EOLCVRN030497-2-01,-5.261639246827395,-35.87037733699998
316,POINT (-42.54142361299994 -14.282514735548265),3.0,129.9,75.0,109.8,1666625847000,31402,Abil,ABL_04,765248.0,8419624.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Centrais Eólicas Abil S.A.,,317,BA,EOLCVBA031402-1-01,-14.282514735548265,-42.54142361299994
317,POINT (-41.081901302999945 -21.576502924354024),1.65,111.0,70.0,82.0,1666625847000,28730,Gargaú,WTG2,284439.175,7612603.947,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Gargaú Energética S.A.,,318,RJ,EOLCVRJ028730-0-01,-21.576502924354024,-41.081901302999945
318,POINT (-53.422320996999986 -33.71670359012836),2.0,145.0,100.0,90.0,1666625847000,30791,Minuano II,UG17,275538.18,6266619.9,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Eólica Chuí VII S.A.,,319,RS,EOLCVRS030791-2-01,-33.71670359012836,-53.422320996999986
319,POINT (-35.38519657499996 -5.330591776825149),0.8,99.0,75.0,48.0,1666625847000,28424,RN 15 - Rio do Fogo,1.45,235652.0,9410281.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Energias Renováveis do Brasil S.A.,,320,RN,EOLCVRN028424-6-01,-5.330591776825149,-35.38519657499996
320,POINT (-50.24924358799996 -29.950242568183217),2.3,149.0,108.0,82.0,1673367898000,30286,Osório 2,OS2-03,572445.861,6686491.184,Versão Válida,WGS84,Sim,UTM 22 S (MER -51),Ventos do Litoral Energia  S.A.,,321,RS,EOLCVRS030286-4-01,-29.950242568183217,-50.24924358799996
321,POINT (-39.36003706499997 -3.284607409891888),4.2,200.0,125.0,150.0,1651595159000,40880,Serrote III,SIII-3,460002.0,9636941.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Serrote Geração de Energia Elétrica S.A.,,322,CE,EOLCVCE040880-8-01,-3.284607409891888,-39.36003706499997
322,POINT (-41.558139532999974 -8.523042558723034),3.15,182.5,120.0,125.0,1666625847000,33005,Ventos de Santa Ângela 01,VSA01-02,218376.0,9056946.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Enel Green Power Ventos de Santa Ângela 1 S.A.,,323,PI,EOLCVPI033005-1-01,-8.523042558723034,-41.558139532999974
323,POINT (-39.861640352999984 -2.9195185619038306),3.0,158.0,100.0,116.0,1666625847000,31485,Itarema I,9,404241.0,9677266.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Eólica Itarema I S.A.,,324,CE,EOLCVCE031485-4-01,-2.9195185619038306,-39.861640352999984
324,POINT (-39.87346006799993 -2.915945261903981),3.0,158.0,100.0,116.0,1666625847000,31483,Itarema II,3,402927.0,9677660.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Eólica Itarema II S.A.,,325,CE,EOLCVCE031483-8-01,-2.915945261903981,-39.87346006799993
325,POINT (-42.487048571999935 -14.158197234551857),1.7,131.5,80.0,103.0,1666625847000,31344,Caetité A,13,771266.0,8433322.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Eólica Caetité A S.A.,,326,BA,EOLCVBA031344-0-01,-14.158197234551857,-42.487048571999935
326,POINT (-42.508008882999945 -14.191420976550917),2.0,123.0,78.0,90.0,1666625847000,30437,Caetité 2,C2-26,768962.93,8429668.686,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Caetité 2 Energia Renovável S.A.,,327,BA,EOLCVBA030437-9-01,-14.191420976550917,-42.508008882999945
327,POINT (-36.49538704499997 -6.06306267580149),2.0,126.5,78.0,97.0,1666625847000,30615,Serra de Santana III,11,777239.0,9329184.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Gestamp Eólica Seridó S.A.,,328,RN,EOLCVRN030615-0-01,-6.06306267580149,-36.49538704499997
328,POINT (-51.69022245499996 -26.589923648244127),0.6,86.6,64.6,44.0,1666625847000,28793,Água Doce,AEG 4,431345.84,7058852.0,Versão Válida,SAD69,Sim,UTM 22 S (MER -51),CENAEEL - Central Nacional de Energia Eólica S.A.,,329,SC,EOLCVSC028793-8-01,-26.589923648244127,-51.69022245499996
