OBJECTID,POT_MW,ALT_TOTAL,ALT_TORRE,DIAM_ROTOR,DATA_ATUALIZACAO,EOL_VERSAO_ID,NOME_EOL,DEN_AEG,OPERACAO,PROPRIETARIO,UF,LATITUDE,LONGITUDE
12856,6.2,200.0,115.0,170.0,2022-05-09 14:59:50,51595,Ventos de Santo Antônio 08,VSA08-05,False,Ventos de Santa Rufina Energias Renováveis S.A.,BA,-11.033172655645071,-41.32012837899998
12857,6.2,200.0,115.0,170.0,2022-05-09 14:59:50,51591,Ventos de Santa Luzia 17,VSL17-11,False,Ventos de São Mariano Energias Renováveis S.A.,BA,-11.032617244645044,-41.274201170999966
12858,6.2,200.0,115.0,170.0,2022-05-09 14:59:50,51591,Ventos de Santa Luzia 17,VSL17-01,False,Ventos de São Mariano Energias Renováveis S.A.,BA,-11.032149097645062,-41.25946905899997
12859,6.2,200.0,115.0,170.0,2023-01-13 11:18:58,51594,Ventos de Santo Antônio 07,VSA07-05,False,Ventos de Santa Irene Energias Renováveis S.A.,BA,-11.03198531464506,-41.30163120299995
12860,6.2,200.0,115.0,170.0,2022-05-09 14:59:50,51593,Ventos de Santo Antônio 06,VSA06-06,False,Ventos de Santa Sabina Energias Renováveis S.A.,BA,-11.031659294645083,-41.28740357999994
12861,6.2,200.0,115.0,170.0,2022-05-09 14:59:50,51591,Ventos de Santa Luzia 17,VSL17-10,False,Ventos de São Mariano Energias Renováveis S.A.,BA,-11.030451291645134,-41.273800291999976
12862,6.2,200.0,115.0,170.0,2023-01-13 11:18:58,51594,Ventos de Santo Antônio 07,VSA07-04,False,Ventos de Santa Irene Energias Renováveis S.A.,BA,-11.030057030645146,-41.30088436099993
12863,6.2,200.0,115.0,170.0,2022-05-09 14:59:50,51590,Ventos de Santa Luzia 16,VSL16-12,False,Ventos de São Roberto Energias Renováveis S.A.,BA,-11.02998310364513,-41.259068284999955
12864,6.2,200.0,115.0,170.0,2022-05-09 14:59:50,51593,Ventos de Santo Antônio 06,VSA06-05,False,Ventos de Santa Sabina Energias Renováveis S.A.,BA,-11.029493378645178,-41.287002610999934
12865,6.2,200.0,115.0,170.0,2022-05-09 14:59:50,51591,Ventos de Santa Luzia 17,VSL17-09,False,Ventos de São Mariano Energias Renováveis S.A.,BA,-11.028285405645194,-41.27339027499994
12866,6.2,200.0,115.0,170.0,2023-01-13 11:18:58,51594,Ventos de Santo Antônio 07,VSA07-03,False,Ventos de Santa Irene Energias Renováveis S.A.,BA,-11.028092873645233,-41.30010066199998
12867,6.2,200.0,115.0,170.0,2022-05-09 14:59:50,51590,Ventos de Santa Luzia 16,VSL16-11,False,Ventos de São Roberto Energias Renováveis S.A.,BA,-11.027817107645221,-41.25866752099995
12868,6.2,200.0,115.0,170.0,2022-05-09 14:59:50,51593,Ventos de Santo Antônio 06,VSA06-04,False,Ventos de Santa Sabina Energias Renováveis S.A.,BA,-11.027327528645198,-41.286592502999945
12869,6.2,200.0,115.0,170.0,2022-05-09 14:59:50,51591,Ventos de Santa Luzia 17,VSL17-08,False,Ventos de São Mariano Energias Renováveis S.A.,BA,-11.026314503645276,-41.27228652199994
12870,6.2,200.0,115.0,170.0,2023-01-13 11:18:58,51594,Ventos de Santo Antônio 07,VSA07-02,False,Ventos de Santa Irene Energias Renováveis S.A.,BA,-11.026210320645262,-41.29928101799993
12871,6.2,200.0,115.0,170.0,2022-05-09 14:59:50,51590,Ventos de Santa Luzia 16,VSL16-10,False,Ventos de São Roberto Energias Renováveis S.A.,BA,-11.025651177645305,-41.25825761699997
12872,6.2,200.0,115.0,170.0,2022-05-09 14:59:50,51591,Ventos de Santa Luzia 17,VSL17-07,False,Ventos de São Mariano Energias Renováveis S.A.,BA,-11.024517898645293,-41.27083650499998
12873,6.2,200.0,115.0,170.0,2023-01-13 11:18:58,51594,Ventos de Santo Antônio 07,VSA07-01,False,Ventos de Santa Irene Energias Renováveis S.A.,BA,-11.024282578645296,-41.298461035999935
12874,6.2,200.0,115.0,170.0,2022-05-09 14:59:50,51590,Ventos de Santa Luzia 16,VSL16-09,False,Ventos de São Roberto Energias Renováveis S.A.,BA,-11.02348517764532,-41.257856870999944
12875,6.2,200.0,115.0,170.0,2022-05-09 14:59:50,51591,Ventos de Santa Luzia 17,VSL17-06,False,Ventos de São Mariano Energias Renováveis S.A.,BA,-11.022656586645391,-41.269578113999955
12876,6.2,200.0,115.0,170.0,2022-05-09 14:59:50,51593,Ventos de Santo Antônio 06,VSA06-03,False,Ventos de Santa Sabina Energias Renováveis S.A.,BA,-11.022391811645393,-41.297531581999976
12877,6.2,200.0,115.0,170.0,2022-05-09 14:59:50,51590,Ventos de Santa Luzia 16,VSL16-08,False,Ventos de São Roberto Energias Renováveis S.A.,BA,-11.02139521664542,-41.25695357999996
12878,6.2,200.0,115.0,170.0,2022-05-09 14:59:50,51593,Ventos de Santo Antônio 06,VSA06-02,False,Ventos de Santa Sabina Energias Renováveis S.A.,BA,-11.020801534645452,-41.296302602999965
12879,6.2,200.0,115.0,170.0,2022-05-09 14:59:50,51591,Ventos de Santa Luzia 17,VSL17-05,False,Ventos de São Mariano Energias Renováveis S.A.,BA,-11.020592076645427,-41.26890364099995
12880,6.2,200.0,115.0,170.0,2022-05-09 14:59:50,51593,Ventos de Santo Antônio 06,VSA06-01,False,Ventos de Santa Sabina Energias Renováveis S.A.,BA,-11.01949044964549,-41.29400553499994
12881,6.2,200.0,115.0,170.0,2022-05-09 14:59:50,51590,Ventos de Santa Luzia 16,VSL16-07,False,Ventos de São Roberto Energias Renováveis S.A.,BA,-11.019291652645501,-41.25666310499998
12882,6.2,200.0,115.0,170.0,2022-05-09 14:59:50,51590,Ventos de Santa Luzia 16,VSL16-06,False,Ventos de São Roberto Energias Renováveis S.A.,BA,-11.017123604645523,-41.25653680399995
12883,6.2,200.0,115.0,170.0,2022-05-09 14:59:50,51590,Ventos de Santa Luzia 16,VSL16-05,False,Ventos de São Roberto Energias Renováveis S.A.,BA,-11.014999923645593,-41.25652061799997
12884,6.2,200.0,115.0,170.0,2022-05-09 14:59:50,51590,Ventos de Santa Luzia 16,VSL16-04,False,Ventos de São Roberto Energias Renováveis S.A.,BA,-11.012867205645673,-41.256504366999934
12885,6.2,200.0,115.0,170.0,2022-05-09 14:59:50,51590,Ventos de Santa Luzia 16,VSL16-03,False,Ventos de São Roberto Energias Renováveis S.A.,BA,-11.010743524645731,-41.25648818799993
12886,6.2,200.0,115.0,170.0,2022-05-09 14:59:50,51590,Ventos de Santa Luzia 16,VSL16-02,False,Ventos de São Roberto Energias Renováveis S.A.,BA,-11.008619842645814,-41.25647201299995
12887,6.2,200.0,115.0,170.0,2022-05-09 14:59:50,51590,Ventos de Santa Luzia 16,VSL16-01,False,Ventos de São Roberto Energias Renováveis S.A.,BA,-11.006496160645879,-41.256455840999934
12888,4.2,180.0,105.0,150.0,2022-12-16 14:50:08,47162,Oeste Seridó IX,SPE09-05,False,Central Geradora Eólica Seridó IX S.A.,RN,-6.797842803777882,-36.73329544099993
12889,4.2,180.0,105.0,150.0,2022-12-16 14:50:08,47162,Oeste Seridó IX,SPE09-04,False,Central Geradora Eólica Seridó IX S.A.,RN,-6.791962724778064,-36.73230114199998
12890,4.2,180.0,105.0,150.0,2022-12-16 14:50:08,47162,Oeste Seridó IX,SPE09-03,False,Central Geradora Eólica Seridó IX S.A.,RN,-6.789316759778145,-36.73090285199993
12891,4.2,180.0,105.0,150.0,2022-12-16 14:50:08,47162,Oeste Seridó IX,SPE09-02,False,Central Geradora Eólica Seridó IX S.A.,RN,-6.786887261778204,-36.72940408799997
12892,4.2,180.0,105.0,150.0,2022-12-16 14:50:08,47162,Oeste Seridó IX,SPE09-06,False,Central Geradora Eólica Seridó IX S.A.,RN,-6.785717571778254,-36.726696742999934
12893,4.2,180.0,105.0,150.0,2022-12-16 14:50:08,47162,Oeste Seridó IX,SPE09-01,False,Central Geradora Eólica Seridó IX S.A.,RN,-6.7830930797783475,-36.724095717999944
12894,4.2,180.0,105.0,150.0,2022-05-09 14:59:50,44974,Oeste Seridó I,SPE01-06,False,Mirante Energética S.A. e Oeste Energia Investimentos e Participações S.A.,RN,-6.771816417778707,-36.65089737499994
12895,4.2,180.0,105.0,150.0,2022-05-09 14:59:50,44974,Oeste Seridó I,SPE01-05,False,Mirante Energética S.A. e Oeste Energia Investimentos e Participações S.A.,RN,-6.769306922778763,-36.64969789299994
12896,4.2,180.0,105.0,150.0,2022-05-09 14:59:50,44974,Oeste Seridó I,SPE01-04,False,Mirante Energética S.A. e Oeste Energia Investimentos e Participações S.A.,RN,-6.768427076778809,-36.66970307899993
12897,4.2,180.0,105.0,150.0,2022-05-09 14:59:50,44974,Oeste Seridó I,SPE01-03,False,Mirante Energética S.A. e Oeste Energia Investimentos e Participações S.A.,RN,-6.765637359778914,-36.66849578799997
12898,4.2,180.0,105.0,150.0,2022-05-09 14:59:50,44974,Oeste Seridó I,SPE01-02,False,Mirante Energética S.A. e Oeste Energia Investimentos e Participações S.A.,RN,-6.763018466778972,-36.66709780599996
12899,4.2,180.0,105.0,150.0,2022-05-09 14:59:50,44974,Oeste Seridó I,SPE01-01,False,Mirante Energética S.A. e Oeste Energia Investimentos e Participações S.A.,RN,-6.760553704779056,-36.66579855699996
12900,4.5,180.0,105.0,150.0,2022-05-09 14:59:50,51585,Ventos de Santa Luzia 11,LUZ11-01,False,Ventos de São Canuto IV Energias Renováveis S.A.,RN,-6.453773730788912,-35.78961616099997
12901,4.5,180.0,105.0,150.0,2022-05-09 14:59:50,51585,Ventos de Santa Luzia 11,LUZ11-02,False,Ventos de São Canuto IV Energias Renováveis S.A.,RN,-6.4513690997890025,-35.78817576299997
12902,4.5,180.0,105.0,150.0,2022-05-09 14:59:50,51585,Ventos de Santa Luzia 11,LUZ11-03,False,Ventos de São Canuto IV Energias Renováveis S.A.,RN,-6.449091299789072,-35.78667284399995
12903,4.5,180.0,105.0,150.0,2022-05-09 14:59:50,51585,Ventos de Santa Luzia 11,LUZ11-04,False,Ventos de São Canuto IV Energias Renováveis S.A.,RN,-6.438375300789406,-35.776669046999984
12904,4.5,180.0,105.0,150.0,2022-05-09 14:59:50,51585,Ventos de Santa Luzia 11,LUZ11-05,False,Ventos de São Canuto IV Energias Renováveis S.A.,RN,-6.43654591178944,-35.775773871999945
12905,4.5,180.0,105.0,150.0,2022-05-09 14:59:50,51585,Ventos de Santa Luzia 11,LUZ11-06,False,Ventos de São Canuto IV Energias Renováveis S.A.,RN,-6.434780649789506,-35.77471646199996
12906,4.5,180.0,105.0,150.0,2022-05-09 14:59:50,51585,Ventos de Santa Luzia 11,LUZ11-07,False,Ventos de São Canuto IV Energias Renováveis S.A.,RN,-6.429696710789695,-35.78906907199996
12907,4.5,180.0,105.0,150.0,2022-05-09 14:59:50,51585,Ventos de Santa Luzia 11,LUZ11-08,False,Ventos de São Canuto IV Energias Renováveis S.A.,RN,-6.427840051789753,-35.78820987299997
12908,4.5,180.0,105.0,150.0,2022-05-09 14:59:50,51585,Ventos de Santa Luzia 11,LUZ11-09,False,Ventos de São Canuto IV Energias Renováveis S.A.,RN,-6.426320406789774,-35.78685572099994
12909,4.5,180.0,105.0,150.0,2022-05-09 14:59:50,51585,Ventos de Santa Luzia 11,LUZ11-11,False,Ventos de São Canuto IV Energias Renováveis S.A.,RN,-6.425926905789829,-35.77614076099996
12910,4.5,180.0,105.0,150.0,2022-05-09 14:59:50,51585,Ventos de Santa Luzia 11,LUZ11-10,False,Ventos de São Canuto IV Energias Renováveis S.A.,RN,-6.4247735007898426,-35.78552852599995
12911,4.5,195.0,120.0,150.0,2022-05-10 15:32:12,60243,Ventos de Santo Arcádio 04,ARC04-07,False,Ventos de Santo Arcádio Energias Renováveis S.A,RN,-5.546863756818133,-36.18381875499995
12912,4.5,195.0,120.0,150.0,2022-05-10 15:32:12,60243,Ventos de Santo Arcádio 04,ARC04-06,False,Ventos de Santo Arcádio Energias Renováveis S.A,RN,-5.545060972818244,-36.182835334999936
12913,4.5,195.0,120.0,150.0,2022-05-10 15:32:12,60243,Ventos de Santo Arcádio 04,ARC04-05,False,Ventos de Santo Arcádio Energias Renováveis S.A,RN,-5.543285168818266,-36.18182473799993
12914,4.5,195.0,120.0,150.0,2022-05-10 15:32:12,60243,Ventos de Santo Arcádio 04,ARC04-03,False,Ventos de Santo Arcádio Energias Renováveis S.A,RN,-5.539679565818402,-36.17984890099996
12915,4.5,195.0,120.0,150.0,2022-05-10 15:32:12,60243,Ventos de Santo Arcádio 04,ARC04-02,False,Ventos de Santo Arcádio Energias Renováveis S.A,RN,-5.537660839818453,-36.179055896999955
12916,4.5,195.0,120.0,150.0,2022-05-10 15:32:12,60243,Ventos de Santo Arcádio 04,ARC04-01,False,Ventos de Santo Arcádio Energias Renováveis S.A,RN,-5.535633637818554,-36.17838016599996
12917,4.5,195.0,120.0,150.0,2022-05-10 15:32:12,60242,Ventos de Santo Arcádio 03,ARC03-08,False,Ventos de Santo Arcádio Energias Renováveis S.A,RN,-5.503822942819527,-36.15448183799998
12918,4.5,195.0,120.0,150.0,2022-05-10 15:32:12,60242,Ventos de Santo Arcádio 03,ARC03-07,False,Ventos de Santo Arcádio Energias Renováveis S.A,RN,-5.501948381819625,-36.15359806599997
12919,4.5,195.0,120.0,150.0,2022-05-10 15:32:12,60242,Ventos de Santo Arcádio 03,ARC03-06,False,Ventos de Santo Arcádio Energias Renováveis S.A,RN,-5.500082686819699,-36.152678186999935
12920,4.5,195.0,120.0,150.0,2022-05-10 15:32:12,60242,Ventos de Santo Arcádio 03,ARC03-05,False,Ventos de Santo Arcádio Energias Renováveis S.A,RN,-5.498100050819727,-36.15186707199996
12921,4.5,195.0,120.0,150.0,2022-05-10 15:32:12,60242,Ventos de Santo Arcádio 03,ARC03-04,False,Ventos de Santo Arcádio Energias Renováveis S.A,RN,-5.49618918181982,-36.150947413999965
12922,4.5,195.0,120.0,150.0,2022-05-10 15:32:12,60242,Ventos de Santo Arcádio 03,ARC03-03,False,Ventos de Santo Arcádio Energias Renováveis S.A,RN,-5.494278701819882,-36.15010890999997
12923,4.5,195.0,120.0,150.0,2022-05-10 15:32:12,60242,Ventos de Santo Arcádio 03,ARC03-02,False,Ventos de Santo Arcádio Energias Renováveis S.A,RN,-5.492377042819949,-36.149225282999964
12924,4.5,195.0,120.0,150.0,2022-05-10 15:32:12,60242,Ventos de Santo Arcádio 03,ARC03-01,False,Ventos de Santo Arcádio Energias Renováveis S.A,RN,-5.490466350819991,-36.14834170199998
12925,4.5,195.0,120.0,150.0,2022-05-10 15:32:12,60241,Ventos de Santo Arcádio 02,ARC02-08,False,Ventos de Santo Arcádio Energias Renováveis S.A,RN,-5.488636588820047,-36.14737658799992
12926,4.5,195.0,120.0,150.0,2022-05-10 15:32:12,60241,Ventos de Santo Arcádio 02,ARC02-07,False,Ventos de Santo Arcádio Energias Renováveis S.A,RN,-5.486689586820099,-36.14645711899993
12927,4.5,195.0,120.0,150.0,2022-05-10 15:32:12,60241,Ventos de Santo Arcádio 02,ARC02-06,False,Ventos de Santo Arcádio Energias Renováveis S.A,RN,-5.484895451820146,-36.145383641999956
12928,4.5,195.0,120.0,150.0,2022-05-10 15:32:12,60241,Ventos de Santo Arcádio 02,ARC02-05,False,Ventos de Santo Arcádio Energias Renováveis S.A,RN,-5.483029553820201,-36.14441871099996
12929,4.5,195.0,120.0,150.0,2022-05-10 15:32:12,60241,Ventos de Santo Arcádio 02,ARC02-04,False,Ventos de Santo Arcádio Energias Renováveis S.A,RN,-5.48119962582031,-36.143417546999956
12930,4.5,195.0,120.0,150.0,2022-05-10 15:32:12,60241,Ventos de Santo Arcádio 02,ARC02-03,False,Ventos de Santo Arcádio Energias Renováveis S.A,RN,-5.479288770820369,-36.14249792099997
12931,4.5,195.0,120.0,150.0,2022-05-10 15:32:12,60241,Ventos de Santo Arcádio 02,ARC02-02,False,Ventos de Santo Arcádio Energias Renováveis S.A,RN,-5.477459060820389,-36.14154184599994
12932,4.5,195.0,120.0,150.0,2022-05-10 15:32:12,60241,Ventos de Santo Arcádio 02,ARC02-01,False,Ventos de Santo Arcádio Energias Renováveis S.A,RN,-5.475583960820441,-36.140540907999934
12933,4.2,195.0,120.0,150.0,2022-05-12 14:23:51,49591,Ventos de Santo Antão 01,ANT01-01,False,Ventos de Santo Antão Energias Renovaveis S.A,RN,-5.493461019819868,-36.28480591999994
12934,4.2,195.0,120.0,150.0,2022-05-12 14:23:51,49591,Ventos de Santo Antão 01,ANT01-03,False,Ventos de Santo Antão Energias Renovaveis S.A,RN,-5.488453963820071,-36.282628243999966
12935,4.2,195.0,120.0,150.0,2022-05-12 14:23:51,49591,Ventos de Santo Antão 01,ANT01-04,False,Ventos de Santo Antão Energias Renovaveis S.A,RN,-5.485928094820144,-36.28159362099996
12936,4.2,195.0,120.0,150.0,2022-05-12 14:23:51,49591,Ventos de Santo Antão 01,ANT01-05,False,Ventos de Santo Antão Energias Renovaveis S.A,RN,-5.483456158820216,-36.28049563399998
12937,4.2,195.0,120.0,150.0,2022-05-12 14:23:51,49591,Ventos de Santo Antão 01,ANT01-06,False,Ventos de Santo Antão Energias Renovaveis S.A,RN,-5.480930170820293,-36.27943396799997
12938,4.2,195.0,120.0,150.0,2022-05-12 14:23:51,49591,Ventos de Santo Antão 01,ANT01-07,False,Ventos de Santo Antão Energias Renovaveis S.A,RN,-5.47840443182036,-36.27842641099994
12939,4.2,195.0,120.0,150.0,2022-05-12 14:23:51,49591,Ventos de Santo Antão 01,ANT01-08,False,Ventos de Santo Antão Energias Renovaveis S.A,RN,-5.475914511820481,-36.27734655499995
12940,4.2,195.0,120.0,150.0,2022-05-12 14:23:51,49591,Ventos de Santo Antão 01,ANT01-09,False,Ventos de Santo Antão Energias Renovaveis S.A,RN,-5.473424430820539,-36.276230633999944
12941,4.2,195.0,120.0,150.0,2022-05-12 14:23:51,49591,Ventos de Santo Antão 01,ANT01-10,False,Ventos de Santo Antão Energias Renovaveis S.A,RN,-5.470880584820647,-36.27521415499996
12942,4.2,195.0,120.0,150.0,2022-05-12 14:23:51,49591,Ventos de Santo Antão 01,ANT01-11,False,Ventos de Santo Antão Energias Renovaveis S.A,RN,-5.468327623820678,-36.27417968599997
12943,4.2,195.0,120.0,150.0,2022-05-12 14:23:51,49591,Ventos de Santo Antão 01,ANT01-12,False,Ventos de Santo Antão Energias Renovaveis S.A,RN,-5.466476657820788,-36.27251984099996
12944,4.2,195.0,120.0,150.0,2022-05-12 14:23:51,49592,Ventos de Santo Antão 02,ANT02-01,False,Ventos de Santo Antão Energias Renovaveis S.A,RN,-5.464194539820829,-36.27143005299996
12945,4.2,195.0,120.0,150.0,2022-05-12 14:23:51,49592,Ventos de Santo Antão 02,ANT02-02,False,Ventos de Santo Antão Energias Renovaveis S.A,RN,-5.461984548820923,-36.27030387399998
12946,4.2,195.0,120.0,150.0,2022-05-12 14:23:51,49592,Ventos de Santo Antão 02,ANT02-03,False,Ventos de Santo Antão Energias Renovaveis S.A,RN,-5.459748230820963,-36.269349148999936
12947,4.2,195.0,120.0,150.0,2022-05-12 14:23:51,49594,Ventos de Santo Antão 04,ANT04-12,False,Ventos de Santo Antão Energias Renovaveis S.A,RN,-5.4582546378210495,-36.29674168399999
12948,4.2,195.0,120.0,150.0,2022-05-12 14:23:51,49592,Ventos de Santo Antão 02,ANT02-04,False,Ventos de Santo Antão Energias Renovaveis S.A,RN,-5.456996854821065,-36.268396758999984
12949,4.2,195.0,120.0,150.0,2022-05-12 14:23:51,49594,Ventos de Santo Antão 04,ANT04-11,False,Ventos de Santo Antão Energias Renovaveis S.A,RN,-5.456290177821104,-36.29595695099994
12950,4.2,195.0,120.0,150.0,2022-05-12 14:23:51,49594,Ventos de Santo Antão 04,ANT04-10,False,Ventos de Santo Antão Energias Renovaveis S.A,RN,-5.45438889182114,-36.29515390299997
12951,4.2,195.0,120.0,150.0,2022-05-12 14:23:51,49592,Ventos de Santo Antão 02,ANT02-05,False,Ventos de Santo Antão Energias Renovaveis S.A,RN,-5.453784145821198,-36.26733825499998
12952,4.2,195.0,120.0,150.0,2022-05-12 14:23:51,49594,Ventos de Santo Antão 04,ANT04-09,False,Ventos de Santo Antão Energias Renovaveis S.A,RN,-5.452008072821221,-36.29421774599996
12953,4.2,195.0,120.0,150.0,2022-05-12 14:23:51,49592,Ventos de Santo Antão 02,ANT02-06,False,Ventos de Santo Antão Energias Renovaveis S.A,RN,-5.4516095708212395,-36.266049625999976
12954,4.2,195.0,120.0,150.0,2022-05-12 14:23:51,49594,Ventos de Santo Antão 04,ANT04-08,False,Ventos de Santo Antão Energias Renovaveis S.A,RN,-5.450097671821313,-36.29339670999996
12955,4.2,195.0,120.0,150.0,2022-05-12 14:23:51,49592,Ventos de Santo Antão 02,ANT02-07,False,Ventos de Santo Antão Energias Renovaveis S.A,RN,-5.449767365821303,-36.264326678999964
12956,4.2,195.0,120.0,150.0,2022-05-12 14:23:51,49594,Ventos de Santo Antão 04,ANT04-07,False,Ventos de Santo Antão Energias Renovaveis S.A,RN,-5.448196471821359,-36.292611704999956
12957,4.2,195.0,120.0,150.0,2022-05-12 14:23:51,49592,Ventos de Santo Antão 02,ANT02-08,False,Ventos de Santo Antão Energias Renovaveis S.A,RN,-5.447023805821388,-36.26310376199995
12958,4.2,195.0,120.0,150.0,2022-05-12 14:23:51,49594,Ventos de Santo Antão 04,ANT04-06,False,Ventos de Santo Antão Energias Renovaveis S.A,RN,-5.446304308821431,-36.29182666199994
12959,4.2,195.0,120.0,150.0,2022-05-12 14:23:51,49592,Ventos de Santo Antão 02,ANT02-09,False,Ventos de Santo Antão Energias Renovaveis S.A,RN,-5.445049793821451,-36.26220197899994
12960,4.2,195.0,120.0,150.0,2022-05-12 14:23:51,49594,Ventos de Santo Antão 04,ANT04-05,False,Ventos de Santo Antão Energias Renovaveis S.A,RN,-5.444403151821477,-36.29105067799997
12961,4.2,195.0,120.0,150.0,2022-05-12 14:23:51,49592,Ventos de Santo Antão 02,ANT02-10,False,Ventos de Santo Antão Energias Renovaveis S.A,RN,-5.44304805982154,-36.26116507099994
12962,4.2,195.0,120.0,150.0,2022-05-12 14:23:51,49592,Ventos de Santo Antão 02,ANT02-11,False,Ventos de Santo Antão Energias Renovaveis S.A,RN,-5.442165825821551,-36.253955507999926
12963,4.2,195.0,120.0,150.0,2022-05-12 14:23:51,49594,Ventos de Santo Antão 04,ANT04-04,False,Ventos de Santo Antão Energias Renovaveis S.A,RN,-5.4411258398215585,-36.28969474499996
12964,4.2,195.0,120.0,150.0,2022-05-12 14:23:51,49592,Ventos de Santo Antão 02,ANT02-12,False,Ventos de Santo Antão Energias Renovaveis S.A,RN,-5.440443881821608,-36.25284522899995
12965,4.2,195.0,120.0,150.0,2022-05-12 14:23:51,49594,Ventos de Santo Antão 04,ANT04-03,False,Ventos de Santo Antão Energias Renovaveis S.A,RN,-5.43923392582162,-36.28896381299995
12966,4.2,195.0,120.0,150.0,2022-05-12 14:23:51,49593,Ventos de Santo Antão 03,ANT03-01,False,Ventos de Santo Antão Energias Renovaveis S.A,RN,-5.43872193882166,-36.25173495499996
12967,4.2,195.0,120.0,150.0,2022-05-12 14:23:51,49593,Ventos de Santo Antão 03,ANT03-04,False,Ventos de Santo Antão Energias Renovaveis S.A,RN,-5.438299011821689,-36.23828381699997
12968,4.2,195.0,120.0,150.0,2022-05-12 14:23:51,49594,Ventos de Santo Antão 04,ANT04-02,False,Ventos de Santo Antão Energias Renovaveis S.A,RN,-5.43735076482172,-36.28816972299995
12969,4.2,195.0,120.0,150.0,2022-05-12 14:23:51,49593,Ventos de Santo Antão 03,ANT03-02,False,Ventos de Santo Antão Energias Renovaveis S.A,RN,-5.436874561821726,-36.25085969199995
12970,4.2,195.0,120.0,150.0,2022-05-12 14:23:51,49593,Ventos de Santo Antão 03,ANT03-05,False,Ventos de Santo Antão Energias Renovaveis S.A,RN,-5.436079800821743,-36.23711274999994
12971,4.2,195.0,120.0,150.0,2022-05-12 14:23:51,49594,Ventos de Santo Antão 04,ANT04-01,False,Ventos de Santo Antão Energias Renovaveis S.A,RN,-5.435485596821777,-36.28735752199997
12972,4.2,195.0,120.0,150.0,2022-05-12 14:23:51,49593,Ventos de Santo Antão 03,ANT03-03,False,Ventos de Santo Antão Energias Renovaveis S.A,RN,-5.434954198821777,-36.249831478999965
12973,4.2,195.0,120.0,150.0,2022-05-12 14:23:51,49593,Ventos de Santo Antão 03,ANT03-06,False,Ventos de Santo Antão Energias Renovaveis S.A,RN,-5.433625244821848,-36.23585259599997
12974,4.2,195.0,120.0,150.0,2022-05-12 14:23:51,49593,Ventos de Santo Antão 03,ANT03-12,False,Ventos de Santo Antão Energias Renovaveis S.A,RN,-5.433593605821803,-36.28660856299996
12975,4.2,195.0,120.0,150.0,2022-05-12 14:23:51,49593,Ventos de Santo Antão 03,ANT03-11,False,Ventos de Santo Antão Energias Renovaveis S.A,RN,-5.431683582821875,-36.28586870299995
12976,4.2,195.0,120.0,150.0,2022-05-12 14:23:51,49593,Ventos de Santo Antão 03,ANT03-07,False,Ventos de Santo Antão Energias Renovaveis S.A,RN,-5.43138821382193,-36.23473572199998
12977,4.2,195.0,120.0,150.0,2022-05-12 14:23:51,49593,Ventos de Santo Antão 03,ANT03-08,False,Ventos de Santo Antão Energias Renovaveis S.A,RN,-5.419194470822312,-36.24374463899994
12978,4.2,195.0,120.0,150.0,2022-05-12 14:23:51,49593,Ventos de Santo Antão 03,ANT03-09,False,Ventos de Santo Antão Energias Renovaveis S.A,RN,-5.417184993822374,-36.24298735399998
12979,4.2,195.0,120.0,150.0,2022-05-12 14:23:51,49593,Ventos de Santo Antão 03,ANT03-10,False,Ventos de Santo Antão Energias Renovaveis S.A,RN,-5.415085241822446,-36.24224851399998
12980,2.7,150.0,89.0,122.0,2022-10-24 09:23:40,32101,Facheio,FAC_01,True,Centrais Eolicas Facheio S.A.,BA,-13.994598453556655,-42.690783041999964
12981,2.7,150.0,89.0,122.0,2022-10-24 09:23:40,32101,Facheio,FAC_02,True,Centrais Eolicas Facheio S.A.,BA,-13.996220542556564,-42.690331939999965
12982,2.7,150.0,89.0,122.0,2022-10-24 09:23:40,32101,Facheio,FAC_03,True,Centrais Eolicas Facheio S.A.,BA,-13.997776653556537,-42.68959463899994
12983,2.7,150.0,89.0,122.0,2022-10-24 09:23:40,32101,Facheio,FAC_04,True,Centrais Eolicas Facheio S.A.,BA,-14.000734711556445,-42.68900986799997
12984,2.7,150.0,89.0,122.0,2022-10-24 09:23:40,32101,Facheio,FAC_05,True,Centrais Eolicas Facheio S.A.,BA,-14.002975678556403,-42.68808061799996
12985,2.7,150.0,89.0,122.0,2022-10-24 09:23:40,32101,Facheio,FAC_06,True,Centrais Eolicas Facheio S.A.,BA,-14.004579333556359,-42.68759264199996
12986,2.7,150.0,89.0,122.0,2022-10-24 09:23:40,32245,Manineiro,MNN_01,True,Centrais Eólicas Manineiro S.A,BA,-14.016968305555997,-42.67641006599996
12987,2.7,150.0,89.0,122.0,2022-10-24 09:23:40,32245,Manineiro,MNN_02,True,Centrais Eólicas Manineiro S.A,BA,-14.018278152555917,-42.67732228199998
12988,2.7,150.0,89.0,122.0,2022-10-24 09:23:40,32245,Manineiro,MNN_03,True,Centrais Eólicas Manineiro S.A,BA,-14.01981208555589,-42.67804717299998
12989,3.0,125.0,75.0,100.0,2022-10-24 09:23:40,32245,Manineiro,MNN_04,True,Centrais Eólicas Manineiro S.A,BA,-14.021335385555878,-42.67860560299994
12990,2.7,150.0,89.0,122.0,2022-10-24 09:23:40,32245,Manineiro,MNN_05,True,Centrais Eólicas Manineiro S.A,BA,-14.022962574555809,-42.678691029999975
