OBJECTID,POT_MW,ALT_TOTAL,ALT_TORRE,DIAM_ROTOR,DATA_ATUALIZACAO,EOL_VERSAO_ID,NOME_EOL,DEN_AEG,OPERACAO,PROPRIETARIO,UF,LATITUDE,LONGITUDE
155,3.0,129.9,75.0,109.8,2022-10-24 15:37:27,31402,Abil,ABL_01,True,Centrais Eólicas Abil S.A.,BA,-14.277837631548403,-42.54343832199993
156,2.7,150.0,89.0,122.0,2022-10-24 15:37:27,31509,Pontal 2A,AERO 05,True,Enerplan Energia Eólica IV S.A.,RS,-30.26288076117811,-50.78395423699993
157,1.79,130.0,80.0,100.0,2022-10-24 15:37:27,31578,Verace 28,AGV28-06,True,Eólica Hermenegildo II S.A.,RS,-33.63914536212936,-53.35038217799996
158,2.7,180.0,119.0,122.0,2022-10-24 15:37:27,32011,Cacimbas 1,AG CA-03,True,Central Eólica Cacimbas S.A.,CE,-3.24483626689314,-39.27828535499998
159,2.5,148.0,90.0,116.0,2022-10-24 15:37:27,31740,Umburanas 02,UMB_02_10,True,Centrais Eólicas Umburanas 2 S.A.,BA,-10.654957706656619,-41.497572574999936
160,2.0,121.5,78.0,87.0,2022-10-24 15:37:27,30511,Calango 1,CAL1-8,True,Calango 1 Energia Renovável S.A.,RN,-6.030549889802557,-36.542069236999964
161,1.68,130.0,80.0,100.0,2023-01-10 16:24:58,30768,Maron,AEG-13,True,Centrais Eólicas Maron S.A.,BA,-14.124783507552847,-42.60423651299993
162,1.6,130.0,80.0,100.0,2022-10-24 15:37:27,30566,União dos Ventos 5,12,True,Morro dos Ventos Geradora Eólica S.A,RN,-5.087182514833048,-35.77726681499996
163,1.6,120.0,80.0,82.0,2022-10-24 15:37:27,30503,Eurus I,AG_04_EU1,True,Desa Eólica S.A.,RN,-5.361204239824172,-35.86170961499994
164,2.0,145.0,95.0,100.0,2022-10-24 15:37:27,30497,Renascença V,7,True,Renascença V Energias Renováveis S.A.,RN,-5.276653619826888,-35.86109022199997
165,2.1,175.0,120.0,110.0,2022-10-24 15:37:27,33647,São Miguel III,SM III 08,True,Central Geradora Eólica São Miguel III S.A.,RN,-5.161661134830664,-36.01123876199995
166,2.0,138.5,90.0,97.0,2022-10-24 15:37:27,30609,Serra de Santana II,8,True,Gestamp Eólica Lagoa Nova S.A.,RN,-6.084401711800778,-36.57471726799997
167,2.0,126.5,78.0,97.0,2022-10-24 15:37:27,30760,Chuí V,UG60,True,Eólica Chuí V S.A,RS,-33.71547292312842,-53.36685273799998
168,3.0,178.0,120.0,116.0,2022-10-24 15:37:27,31484,Itarema III,5,True,Eólica Itarema III S.A.,CE,-2.954652749902712,-39.838993235999965
169,2.3,139.0,98.0,82.0,2022-10-24 15:37:27,30478,Fazenda Rosário 2,True,True,Parques Eólicos Palmares S.A.,RS,-30.458136034174967,-50.404327666999954
170,1.5,138.5,100.0,77.0,2022-10-24 15:37:27,29062,Bom Jardim,UG 4,True,Bom Jardim Energia Eólica S.A.,SC,-28.42205077320957,-49.57761879499998
171,1.7,130.0,80.0,100.0,2022-10-24 15:37:27,31353,Ventos de Santa Brígida VI,BR6-11,True,Ventos de Santa Brígida VI Energias Renováveis S.A.,PE,-8.875024532711912,-36.769837431999974
172,2.1,124.0,80.0,88.0,2022-10-24 15:37:27,28649,Canoa Quebrada,V2,True,Rosa dos Ventos Geração e Comercialização de Energia S.A.,CE,-4.536874946850946,-37.69666731399997
173,2.3499999,144.0,98.0,92.0,2022-10-24 15:37:27,31524,Casa Nova III,CNIII-12,True,Companhia Hidroelétrica do São Francisco,BA,-9.334106929697567,-41.12547890299993
174,2.0,126.5,78.0,97.0,2022-10-24 15:37:27,30760,Chuí V,UG49,True,Eólica Chuí V S.A,RS,-33.68127420612882,-53.41160794799999
175,1.62,130.0,80.0,100.0,2022-10-24 15:37:27,30889,Morro dos Ventos II,8,True,Desa Morro dos Ventos II S.A.,RN,-5.3600111318242165,-35.83064439699996
176,4.2,200.0,125.0,150.0,2022-05-03 16:25:59,40880,Serrote III,SIII-5,True,Serrote Geração de Energia Elétrica S.A.,CE,-3.2893650298916994,-39.362829172999966
177,2.7,150.0,89.0,122.0,2022-10-24 15:37:27,30842,Corredor do Senandes II,S2-06,True,NCER Eólica Corredor do Senandes 2 S.A.,RS,-32.39936858114591,-52.33507308499997
178,1.6,130.0,80.0,100.0,2022-10-24 15:37:27,30569,União dos Ventos 8,UV8-08,True,Esquina dos Ventos Geradora Eólica S.A.,RN,-5.071200685833574,-35.88621400499994
179,2.1,153.7,120.0,110.0,2022-10-24 15:37:27,30925,Ventos de Horizonte,HO-04,True,Energia dos Ventos X S.A.,CE,-4.622077452848203,-37.689551628999936
180,2.7,150.0,89.0,122.0,2022-10-24 15:37:27,32102,Imburana Macho,IBM - 06,False,Centrais Eólicas Imburana Macho S.A.,BA,-13.859157163560587,-42.690898524999966
181,1.68,121.25,80.0,82.5,2022-10-24 15:37:27,30779,Ametista,AEG-13,True,Centrais Eólicas Ametista S.A.,BA,-14.175403360551378,-42.69424294899994
182,2.5,148.0,90.0,116.0,2022-10-24 15:37:27,31740,Umburanas 02,UMB_02_06,True,Centrais Eólicas Umburanas 2 S.A.,BA,-10.66203704265641,-41.503851528999974
183,1.68,130.0,80.0,100.0,2023-01-10 16:24:58,30768,Maron,AEG-02,True,Centrais Eólicas Maron S.A.,BA,-14.143390285552298,-42.60010678699996
184,2.1,143.7,96.2,95.0,2022-10-24 15:37:27,28857,Taíba Águia,AEG-07,True,Central Geradora Eólica Taíba Águia S.A,CE,-3.5352421848836606,-38.889276405999965
185,3.0,178.0,120.0,116.0,2022-10-24 15:37:27,30461,Atlântica IV,IV-10,True,Atlântica IV Parque Eólico S.A.,RS,-30.316117902177265,-50.33661391199996
186,2.0,138.5,90.0,97.0,2022-10-24 15:37:27,31338,Damascena,Damascena 04,True,Enel Green Power Damascena Eólica S.A.,BA,-11.861734918619897,-41.47678813699997
187,2.0,149.38,108.38,82.0,2022-10-24 15:37:27,30284,Mangue Seco 2,MS2-02,True,Eólica Mangue Seco 2 – Geradora e Comercializadora de Energia Elétrica S.A.,RN,-5.1774411168301215,-36.32384571199998
188,1.6,121.25,80.0,82.5,2022-10-24 15:37:27,30319,Pajeú do Vento,PVE_2,True,Centrais Eólicas Pajeú do Vento S.A.,BA,-14.02388782655578,-42.63364371399996
189,0.8,99.6,75.6,48.0,2022-10-24 15:37:27,29087,Coelhos III,54,True,Vale dos Ventos Geradora Eólica S.A,PB,-6.570616797785151,-34.97929562999997
190,2.0,139.0,98.0,82.0,2022-10-24 15:37:27,30292,Santa Clara I,SC-I-13,True,Santa Clara I Energias Renováveis Ltda.,RN,-5.259695297827443,-35.89822380299996
191,2.0,149.38,108.38,82.0,2022-10-24 15:37:27,30284,Mangue Seco 2,MS2-09,True,Eólica Mangue Seco 2 – Geradora e Comercializadora de Energia Elétrica S.A.,RN,-5.159947859830678,-36.322161592999976
192,1.6,130.0,80.0,100.0,2022-10-24 15:37:27,30562,União dos Ventos 1,UV1-04,True,Energia Potiguar Geradora Eólica S.A.,RN,-5.075083839833438,-35.84296420199997
193,1.68,122.0,80.0,82.5,2022-10-24 15:37:27,30778,Dourados,DOU-07,True,Centrais Eólicas Dourados S.A.,BA,-14.152506551552069,-42.69212516399995
194,3.465,150.0,84.0,132.0,2022-10-24 15:37:27,35229,Serra do Vento,SEV - 08,True,Serra do Vento Energética S.A.,BA,-9.803268666682927,-41.03436010199994
195,1.65,111.0,70.0,82.0,2022-10-24 15:37:27,28730,Gargaú,WTG8,True,Gargaú Energética S.A.,RJ,-21.55978186935443,-41.07276675799994
196,1.85,121.25,80.0,82.5,2022-10-24 15:37:27,30731,Teiu,TEI-032,True,Central Eólica Teiu S.A.,BA,-14.339218430546637,-42.58486811299997
197,1.7,131.5,80.0,103.0,2022-10-24 15:37:27,31344,Caetité A,3,True,Eólica Caetité A S.A.,BA,-14.144405765552305,-42.47964573599995
198,2.1,124.0,80.0,88.0,2022-10-24 15:37:27,28699,Icaraizinho,AEG 13,True,CPFL Energias Renováveis S.A.,CE,-3.0016317379011475,-39.67760729199995
199,1.7,130.0,80.0,100.0,2022-10-24 15:37:27,31422,Ventos de Santa Brígida VII,BR7-03,True,Ventos de Santa Brigida VII Energias Renováveis S.A,PE,-8.831060366713325,-36.73657080999993
200,2.0,126.5,78.0,97.0,2022-10-24 15:37:27,30912,São Cristóvão,SC 12,True,Central Eólica São Cristóvão S.A.,CE,-3.2581266798927553,-39.24145646799997
201,2.1,124.0,80.0,88.0,2022-10-24 15:37:27,28649,Canoa Quebrada,V5,True,Rosa dos Ventos Geração e Comercialização de Energia S.A.,CE,-4.540343226850823,-37.698823542999946
202,1.7,130.0,80.0,100.0,2022-10-24 15:37:27,31422,Ventos de Santa Brígida VII,BR7-04,True,Ventos de Santa Brigida VII Energias Renováveis S.A,PE,-8.832642093713247,-36.73806961499997
203,2.35,153.5,99.5,108.0,2022-10-24 15:37:27,30787,Modelo I,MODI 8,True,Enel Green Power Modelo I Eólica S.A.,RN,-5.436133217821744,-35.892161915999964
204,1.5,138.5,100.0,77.0,2022-10-24 15:37:27,29052,Aquibatã,AEG 7,True,Aquibatã Energia Eólica S.A.,SC,-26.593491604244043,-51.72791663799995
205,2.0,137.0,80.0,114.0,2022-10-24 15:37:27,31487,Coxilha Seca,CS_AEG-8,True,Eletrosul Centrais Elétricas S/A,RS,-30.886991200168218,-55.697489099999984
206,2.1,137.5,90.0,95.0,2022-10-24 15:37:27,30332,Faísa III,2,True,Eólica Faísa III Geração e Comercialização de Energia Ltda.,CE,-3.3374366648901077,-39.258966148999946
207,0.9,99.0,77.0,44.0,2022-10-24 15:37:27,28731,Pedra do Sal,WEC-6,True,Eólica Pedra do Sal S.A.,PI,-2.821150170907046,-41.71609296799994
208,2.7,150.0,89.0,122.0,2022-10-24 15:37:27,30874,Riachão IV,AEG 10,True,Central Eólica Anemoi Ltda.,RN,-5.517330732819102,-35.45004701599992
209,1.85,121.25,80.0,82.5,2022-10-24 15:37:27,30738,Coqueirinho,COQ-100,True,Central Eólica Coqueirinho S.A.,BA,-14.430550963544004,-42.624147619999974
210,0.8,99.6,75.6,48.0,2022-10-24 15:37:27,29088,Atlântica,21,True,Vale dos Ventos Geradora Eólica S.A,PB,-6.554348112785675,-34.97347298999994
211,1.68,122.0,80.0,82.5,2022-10-24 15:37:27,30546,Seraíma,SER-10,True,Centrais Eólicas Seraima S.A.,BA,-14.125252208552824,-42.703075103999936
212,1.68,122.0,80.0,82.5,2022-10-24 15:37:27,30546,Seraíma,SER-08,True,Centrais Eólicas Seraima S.A.,BA,-14.132849711552607,-42.70956338499997
213,2.3,149.0,108.0,82.0,2022-10-24 15:37:27,30449,Osório 3,OS3-10,True,Ventos do Litoral Energia S.A.,RS,-29.973628545182816,-50.23994281399996
214,0.8,99.0,75.0,48.0,2022-10-24 15:37:27,28424,RN 15 - Rio do Fogo,1.46,True,Energias Renováveis do Brasil S.A.,RN,-5.331502055825161,-35.38587642399994
215,2.2,150.0,95.0,110.0,2022-10-24 15:37:27,33666,Boa Esperança I,BE_9,True,Eólica Boa Esperança I S.A.,RN,-5.535748933818534,-35.97888843599997
216,2.5,148.0,90.0,116.0,2022-10-24 15:37:27,31742,Umburanas 10,UMB_10_02,True,Centrais Eólicas Umburanas 8 Ltda.,BA,-10.6520500736567,-41.596204776999976
217,2.1,124.0,80.0,88.0,2022-10-24 15:37:27,28770,Enacel,EN-09,True,BVP Geradora de Energia S.A.,CE,-4.499787014852187,-37.75800177799994
218,2.3,139.0,98.0,82.0,2022-10-24 15:37:27,28855,Palmares,PA 01,True,Parques Eólicos Palmares S.A.,RS,-30.45416844217505,-50.38728127599995
219,2.0,135.0,80.0,110.0,2022-10-24 15:37:27,33648,Ventos da Santa Dulce,AEG 14,True,Enel Green Power Morro do Chapéu II Eólica S.A.,BA,-11.60955305262751,-41.31720709199993
220,3.0,182.5,120.0,125.0,2022-10-24 15:37:27,31814,Itarema IX,ITA-IX-09,True,Eólica Itarema IX S.A.,CE,-2.954214283902676,-39.90185004399996
221,1.6,121.25,80.0,82.5,2022-10-24 15:37:27,30322,Planaltina,PLA_16,True,Centrais Eólicas Planaltina S.A.,BA,-13.969620386557374,-42.63991675899996
222,1.6,121.25,80.0,82.5,2022-10-24 15:37:27,30321,Igaporã,IGA_13,True,Centrais Eólicas Igaporã Ltda.,BA,-13.87046479456027,-42.66125931399995
223,1.7,131.5,80.0,103.0,2022-10-24 15:37:27,31344,Caetité A,10,True,Eólica Caetité A S.A.,BA,-14.154054655552017,-42.484853617999924
224,2.0,123.0,78.0,90.0,2022-10-24 15:37:27,30545,Calango 3,CAL3-10,True,Calango 3 Energia Renovável S.A.,RN,-6.0533797598017784,-36.546670154999966
225,1.62,130.0,80.0,100.0,2022-10-24 15:37:27,30889,Morro dos Ventos II,10,True,Desa Morro dos Ventos II S.A.,RN,-5.360175093824199,-35.840101912999955
226,2.1,153.7,120.0,110.0,2022-10-24 15:37:27,30925,Ventos de Horizonte,HO-06,True,Energia dos Ventos X S.A.,CE,-4.635659542847761,-37.685845677999964
227,2.1,175.0,120.0,110.0,2022-10-24 15:37:27,32356,Potiguar,PO07,True,Usina de Energia Eólica Potiguar S.A.,RN,-5.083902168833157,-35.903311954999936
228,3.0,129.9,75.0,109.8,2022-10-24 15:37:27,31403,Tabua,TAB - 03,True,Centrais Eólicas Tabua S.A.,BA,-14.319069061547193,-42.57226013299993
229,3.0,136.0,75.0,122.0,2022-10-24 15:37:27,31407,Folha de Serra,FDS - 01,True,Centrais Eólicas Folha da Serra S.A.,BA,-14.545535342540655,-42.57817870699995
230,0.8,99.0,75.0,48.0,2022-10-24 15:37:27,28424,RN 15 - Rio do Fogo,1.2,True,Energias Renováveis do Brasil S.A.,RN,-5.310579532825816,-35.38763533699995
231,1.6,130.0,80.0,100.0,2022-10-24 15:37:27,30570,União dos Ventos 9,6,True,Ilha dos Ventos Geradora Eólica S.A,RN,-5.085896152833109,-35.886421469999966
232,2.0,135.0,80.0,110.0,2022-10-24 15:37:27,32521,Delfina III,5,True,Enel Green Power Delfina B Eólica S.A.,BA,-9.999459859676856,-40.927432549999935
233,2.3,122.0,80.0,84.0,2022-10-24 15:37:27,30726,Primavera,AEG12,True,Enel Green Power Primavera Eólica S.A.,BA,-11.705596211624583,-41.36688527399997
234,2.5,148.0,90.0,116.0,2022-10-24 15:37:27,33635,Umburanas 19,UMB_19_07,True,Centrais Eólicas Umburanas 15 Ltda.,BA,-10.616158582657835,-41.49502812999998
235,1.6,130.0,80.0,100.0,2022-10-24 15:37:27,30565,União dos Ventos 4,UV4-06,True,Torres de São Miguel Geradora Eólica S.A.,RN,-5.086429834833066,-35.795596788999944
236,1.6,130.0,80.0,100.0,2022-10-24 15:37:27,30563,União dos Ventos 2,UV2-14,True,Torres de Pedra Geradora Eólica S.A.,RN,-5.075117043833466,-35.81413812999995
237,1.85,121.25,80.0,82.5,2022-10-24 15:37:27,30751,Inhambu,INH-045,True,Central Eólica Inhambu S.A.,BA,-14.39738888454494,-42.59426323699996
238,2.0,135.0,80.0,110.0,2022-10-24 15:37:27,32357,Delfina I,AEG 11,True,Enel Green Power Delfina A Eólica S.A.,BA,-10.0434253866755,-40.96347284199993
239,1.6,130.0,80.0,100.0,2022-10-24 15:37:27,30564,União dos Ventos 3,2,True,Ponta do Vento Leste Geradora Eólica S.A.,RN,-5.0851495158331215,-35.813614067999936
240,2.0,149.38,108.0,82.0,2022-10-24 15:37:27,30349,Cerro Chato II,AEG 14,True,Eletrosul Centrais Elétricas S.A.,RS,-30.835579163169033,-55.68247471099995
241,2.1,175.0,120.0,110.0,2022-10-24 15:37:27,35197,Garrote,GAR-04,True,Central Eólica Garrote S.A.,CE,-4.743971679844223,-37.328944139999976
242,1.85,121.25,80.0,82.5,2022-10-24 15:37:27,30751,Inhambu,INH-043,True,Central Eólica Inhambu S.A.,BA,-14.381966759545403,-42.59338109799996
243,2.0,135.0,80.0,110.0,2022-10-24 15:37:27,32359,Delfina V,AEG 11,True,Enel Green Power Delfina A Eólica S.A.,BA,-10.0040093816767,-40.90660252499998
244,2.0,138.5,90.0,97.0,2022-10-24 15:37:27,30827,Porto das Barcas,C-07,True,Porto das Barcas Energia S.A.,PI,-2.842605054906384,-41.76898333299994
245,3.0,136.0,75.0,122.0,2022-10-24 15:37:27,31407,Folha de Serra,FDS - 05,True,Centrais Eólicas Folha da Serra S.A.,BA,-14.5512741105405,-42.58185406699994
246,2.3,149.0,108.0,82.0,2022-10-24 15:37:27,30449,Osório 3,OS3-13,True,Ventos do Litoral Energia S.A.,RS,-29.980335034182712,-50.240729173999966
247,1.6,130.0,80.0,100.0,2022-10-24 15:37:27,30563,União dos Ventos 2,UV2-05,True,Torres de Pedra Geradora Eólica S.A.,RN,-5.085892085833094,-35.82667420399997
248,1.62,130.0,80.0,100.0,2022-10-24 15:37:27,30889,Morro dos Ventos II,18,True,Desa Morro dos Ventos II S.A.,RN,-5.343037841824755,-35.83160300599996
249,0.8,99.6,75.6,48.0,2022-10-24 15:37:27,29085,Albatroz,4,True,Vale dos Ventos Geradora Eólica S.A.,PB,-6.553571224785679,-34.96871479299995
250,2.1,143.7,96.2,95.0,2022-10-24 15:37:27,28857,Taíba Águia,AEG-09,True,Central Geradora Eólica Taíba Águia S.A,CE,-3.53950054788354,-38.88942910899994
251,1.7,123.0,80.0,86.0,2022-10-24 15:37:27,30306,Seabra,SE 06,True,Seabra Energética S.A,BA,-12.267288316607681,-42.37193160199996
252,2.0,126.5,78.0,97.0,2022-10-24 15:37:27,30760,Chuí V,UG58,True,Eólica Chuí V S.A,RS,-33.70922755012849,-53.374956775999976
253,2.1,124.0,80.0,88.0,2022-10-24 15:37:27,28788,Canoa Quebrada,UGE 20,True,BVP Geradora de Energia S.A.,CE,-4.463182457853348,-37.759215497999946
254,2.0,125.5,76.5,97.0,2022-10-24 15:37:27,31563,Ventos de Guarás I,11,True,Ventos dos Guarás I Energias Renováveis S.A.,BA,-10.612885550657948,-40.68523008299997
255,3.0,178.0,120.0,116.0,2022-10-24 15:37:27,31483,Itarema II,7,True,Eólica Itarema II S.A.,CE,-2.9269888729036064,-39.87548401099997
256,1.5,123.5,85.0,77.0,2022-10-24 15:37:27,30279,Buriti,16,True,Nova Eólica Buriti S.A,CE,-2.8753541649053047,-39.98335084599995
257,1.7,130.0,80.0,100.0,2022-10-24 15:37:27,31422,Ventos de Santa Brígida VII,BR7-15,True,Ventos de Santa Brigida VII Energias Renováveis S.A,PE,-8.827491732713405,-36.75336717899995
258,1.58,123.5,85.0,77.0,2022-10-24 15:37:27,28440,Praia do Morgado,MG-01,True,Central Eólica Praia do Morgado S.A.,CE,-2.81512453690728,-40.23477966099995
259,1.65,111.0,70.0,82.0,2022-10-24 15:37:27,29015,Mandacaru,MDU-02,True,Eólica Gravatá Geradora de Energia S.A.,PE,-8.279807397730684,-35.59649824799993
260,2.0,133.0,98.0,70.0,2022-10-24 15:37:27,28810,Osório,OS-10,True,Ventos do Sul Energia S.A.,RS,-29.971799465182844,-50.293023056999964
261,1.85,121.25,80.0,82.5,2022-10-24 15:37:27,30738,Coqueirinho,COQ-089,True,Central Eólica Coqueirinho S.A.,BA,-14.407911076544632,-42.62428564399994
262,1.79,130.0,80.0,100.0,2022-10-24 15:37:27,31517,Chuí 09,AGC09-10,True,Eólica Chuí IX S.A.,RS,-33.67566482912891,-53.396691042999976
263,2.7,150.0,89.0,122.0,2022-10-24 15:37:27,31509,Pontal 2A,AERO 04,True,Enerplan Energia Eólica IV S.A.,RS,-30.266813430178047,-50.782812440999976
264,1.68,121.25,80.0,82.5,2022-10-24 15:37:27,30779,Ametista,AEG-15,True,Centrais Eólicas Ametista S.A.,BA,-14.171727306551498,-42.70191062099997
265,1.79,130.0,80.0,100.0,2022-10-24 15:37:27,31559,Verace 26,AGV26-05,True,Eólica Hermenegildo I S.A.,RS,-33.6522411741292,-53.305186814999956
266,1.79,130.0,80.0,100.0,2022-10-24 15:37:27,31558,Verace 31,AGV31-04,True,Eólica Hermenegildo II S.A.,RS,-33.61158455812971,-53.324007413999944
267,1.79,130.0,80.0,100.0,2022-10-24 15:37:27,31539,Verace 35,AGV35-05,True,Eólica Hermenegildo III S.A.,RS,-33.58234906413008,-53.36510704599994
268,1.6,130.0,80.0,100.0,2022-10-24 15:37:27,30565,União dos Ventos 4,UV4-01,True,Torres de São Miguel Geradora Eólica S.A.,RN,-5.087219175833068,-35.80049185099995
269,2.0,121.5,78.0,87.0,2022-10-24 15:37:27,30537,Calango 4,CAL4-6,True,Calango 4 Energia Renovável S.A.,RN,-6.028114104802588,-36.46620757499994
270,1.6,121.25,80.0,82.5,2022-10-24 15:37:27,30341,Rio Verde,RVE_5,True,Centrais Eólicas Rio Verde S.A.,BA,-14.156612605551928,-42.601691932999984
271,1.6,121.25,80.0,82.5,2022-10-24 15:37:27,30513,Asa Branca VII,AB-VII_18,True,Asa Branca VII Energias Renováveis Ltda.,RN,-5.272373731827055,-35.95888138899994
272,2.0,139.0,98.0,82.0,2022-10-24 15:37:27,30351,Eurus VI,EU-VI-02,True,Eurus VI Energias Renováveis Ltda.,RN,-5.23269333182833,-35.930453545999974
273,2.1,137.5,90.0,95.0,2022-10-24 15:37:27,30309,Faísa V,9,True,Eólica Faísa V Geração e Comercialização de Energia Ltda.,CE,-3.369690332889063,-39.25354635799994
274,2.0,126.5,78.0,97.0,2022-10-24 15:37:27,30767,Chuí I,UG11,True,Eólica Chuí I S.A.,RS,-33.69443169412864,-53.34846270099996
275,1.6,120.0,80.0,82.0,2022-10-24 15:37:27,30302,Morro dos Ventos IX,AG_13_MV9,True,Desa Morro dos Ventos IX S.A,RN,-5.313093426825732,-35.93036356199996
276,2.0,125.5,76.5,97.0,2022-10-24 15:37:27,31563,Ventos de Guarás I,14,True,Ventos dos Guarás I Energias Renováveis S.A.,BA,-10.621208930657673,-40.68915047499996
277,1.6,121.25,80.0,82.5,2022-10-24 15:37:27,30319,Pajeú do Vento,PVE_15,True,Centrais Eólicas Pajeú do Vento S.A.,BA,-13.999784567556471,-42.63761041999993
278,2.0,145.0,95.0,100.0,2022-10-24 15:37:27,30551,Renascença IV,UG10,True,Energisa Geração - Central Eólica Renascença IV S.A.,RN,-5.2925458648264145,-35.91361350899995
279,2.1,137.5,90.0,95.0,2022-10-24 15:37:27,30352,Faísa I,14,True,Eólica Faísa I Geração e Comercialização de Energia Ltda.,CE,-3.33317084489025,-39.276275447999986
280,1.79,130.0,80.0,100.0,2022-10-24 15:37:27,31600,Verace 27,AGV27-01,True,Eólica Hermenegildo I S.A.,RS,-33.66268553112906,-53.30839839399994
281,3.0,136.0,75.0,122.0,2022-10-24 15:37:27,31407,Folha de Serra,FDS - 02,True,Centrais Eólicas Folha da Serra S.A.,BA,-14.546991442540646,-42.57920164299997
282,2.0,123.0,78.0,90.0,2022-10-24 15:37:27,30622,Arizona 1,5,True,Arizona 1 Energia Renovável S.A.,RN,-5.308586244825887,-35.38505528299993
283,3.0,178.0,120.0,116.0,2022-10-24 15:37:27,30457,Atlântica I,I-02,True,Atlântica I Parque Eólico S.A.,RS,-30.32217427317718,-50.31585287199994
284,3.0,182.5,120.0,125.0,2022-10-24 15:37:27,31814,Itarema IX,ITA-IX-02,True,Eólica Itarema IX S.A.,CE,-2.9576692469025834,-39.902572636999935
285,1.7,123.0,80.0,86.0,2022-10-24 15:37:27,30306,Seabra,SE 17,True,Seabra Energética S.A,BA,-12.283923140607175,-42.36371866999996
286,3.0,178.0,120.0,116.0,2022-10-24 15:37:27,30832,Carcará I,AEG9,True,Usina de Energia Eólica Carcará I S.A.,RN,-4.979671003836551,-36.98881385599998
287,2.0,138.5,90.0,97.0,2022-10-24 15:37:27,30609,Serra de Santana II,13,True,Gestamp Eólica Lagoa Nova S.A.,RN,-6.094172581800474,-36.58286320499997
288,1.5,138.5,100.0,77.0,2022-10-24 15:37:27,29069,Amparo,AEG 5,True,Amparo Energia Eólica S.A.,SC,-26.604452530243815,-51.627854702999976
289,3.0,178.0,120.0,116.0,2022-10-24 15:37:27,30462,Atlântica II,II-04,True,Atlântica II Parque Eólico S.A.,RS,-30.333252593176965,-50.33985857099998
290,2.1,137.0,93.0,88.0,2022-10-24 15:37:27,30389,Mar e Terra,UG7,True,Eólica Mar e Terra Geração e Comercialização de Energia S.A.,RN,-4.976669323836636,-36.918994149999946
291,1.9,121.5,77.5,88.0,2022-10-24 15:37:27,28887,Bons Ventos,NBV-11,True,BVP Geradora de Energia S.A.,CE,-4.440848173854068,-37.76000838199997
292,2.0,145.0,95.0,100.0,2022-10-24 15:37:27,30527,Renascença III,UG11,True,Energisa Geração - Central Eólica Renascença III S.A.,RN,-5.294425007826346,-35.90210306399996
293,2.1,135.0,80.0,110.0,2022-10-24 15:37:27,30750,Ibirapuitã I,7,True,Eólica Ibirapuitã S.A.,RS,-30.770524424170056,-55.64695431499996
294,2.7,150.0,89.0,122.0,2022-10-24 15:37:27,30691,Ilha Grande,IG-04,True,Central Elétrica Ilha Grande Ltda.,CE,-3.069344415898944,-39.69337304599998
